Name,Season,Injury,from,until,Days,Games missed
Bentancur,21/22,Ankle injury,"Feb 25, 2022","Mar 4, 2022",7 days,2
Bentancur,20/21,Corona virus,"Mar 4, 2021","Mar 18, 2021",14 days,3
Bentancur,19/20,Knee problems,"Dec 8, 2019","Dec 13, 2019",5 days,1
Bentancur,18/19,Muscle fatigue,"Apr 21, 2019","May 9, 2019",18 days,2
Bentancur,15/16,Knee injury,"Apr 12, 2016","May 7, 2016",25 days,9
Sarr,23/24,Knock,"Nov 22, 2023",-,5 days,1
Sarr,21/22,Corona virus,"Jan 5, 2022","Jan 12, 2022",7 days,2
Bissouma,22/23,Broken ankle,"Feb 10, 2023","May 1, 2023",80 days,17
Bissouma,21/22,Knee injury,"Sep 19, 2021","Oct 14, 2021",25 days,6
Bissouma,18/19,Shoulder injury,"Jun 3, 2019","Sep 13, 2019",102 days,12
Bissouma,18/19,Hip injury,"Jan 6, 2019","Jan 28, 2019",22 days,3
Sessegnon,23/24,surgery,"Jul 11, 2023",-,139 days,14
Sessegnon,22/23,Hamstring injury,"Feb 11, 2023","Jun 30, 2023",139 days,22
Sessegnon,21/22,Hamstring injury,"Mar 7, 2022","Apr 7, 2022",31 days,7
Sessegnon,21/22,Muscle injury,"Dec 21, 2021","Jan 7, 2022",17 days,5
Sessegnon,21/22,bruise,"Sep 1, 2021","Nov 14, 2021",74 days,18
Sessegnon,21/22,Thigh problems,"Jul 1, 2021","Aug 15, 2021",45 days,1
Sessegnon,20/21,Knock,"Jan 9, 2021","Feb 20, 2021",42 days,8
Sessegnon,20/21,Quarantine,"Nov 11, 2020","Nov 16, 2020",5 days,1
Sessegnon,19/20,Hamstring injury,"Jun 21, 2019","Nov 2, 2019",134 days,33
Sessegnon,18/19,Groin strain,"Dec 14, 2018","Dec 26, 2018",12 days,3
Perisic,23/24,Cruciate ligament tear,"Sep 20, 2023",-,68 days,8
Perisic,21/22,Leg injury,"May 22, 2022","Jun 26, 2022",35 days,5
Perisic,21/22,Muscle fatigue,"Mar 4, 2022","Mar 8, 2022",4 days,2
Perisic,20/21,Corona virus,"Jun 26, 2021","Jul 14, 2021",18 days,1
Perisic,20/21,Muscle fatigue,"Apr 2, 2021","Apr 11, 2021",9 days,3
Perisic,19/20,Knock,"Jun 14, 2020","Jun 22, 2020",8 days,2
Perisic,19/20,Ankle injury,"Feb 4, 2020","Mar 30, 2020",55 days,8
Perisic,19/20,influenza,"Sep 27, 2019","Sep 30, 2019",3 days,1
Perisic,17/18,Shoulder injury,"Feb 12, 2018","Feb 23, 2018",11 days,1
Perisic,15/16,Leg injury,"Jun 13, 2016","Jun 16, 2016",3 days,-
Perisic,15/16,Ankle sprain,"Jan 25, 2016","Jan 28, 2016",3 days,1
Perisic,14/15,Adductor pain,"Feb 12, 2015","Mar 9, 2015",25 days,7
Perisic,14/15,Muscle strain,"Feb 5, 2015","Feb 12, 2015",7 days,1
Perisic,14/15,Broken shoulder,"Jul 28, 2014","Sep 22, 2014",56 days,8
Perisic,13/14,Stomach flu,"Aug 8, 2013","Aug 12, 2013",4 days,1
Maddison,23/24,Ankle injury,"Nov 10, 2023","Dec 11, 2023",31 days,5
Maddison,22/23,Knee injury,"Dec 23, 2022","Jan 16, 2023",24 days,6
Maddison,22/23,Knee injury,"Nov 19, 2022","Nov 27, 2022",8 days,2
Maddison,21/22,Hip injury,"Apr 28, 2022","May 3, 2022",5 days,2
Maddison,20/21,Hip injury,"Feb 21, 2021","Apr 12, 2021",50 days,12
Maddison,20/21,Knee injury,"Jan 4, 2021","Jan 15, 2021",11 days,1
Maddison,20/21,Knee injury,"Dec 27, 2020","Jan 2, 2021",6 days,1
Maddison,20/21,Knee injury,"Dec 7, 2020","Dec 12, 2020",5 days,1
Maddison,20/21,Hamstring injury,"Nov 6, 2020","Nov 7, 2020",1 days,-
Maddison,20/21,Hip injury,"Jul 2, 2020","Sep 12, 2020",72 days,8
Maddison,19/20,unknown injury,"Mar 11, 2020","Mar 25, 2020",14 days,-
Maddison,19/20,Head injury,"Jan 10, 2020","Jan 11, 2020",1 days,1
Maddison,19/20,Ill,"Oct 10, 2019","Oct 18, 2019",8 days,2
Maddison,19/20,Ankle injury,"Sep 23, 2019","Oct 4, 2019",11 days,2
Maddison,18/19,Knock,"Feb 11, 2019","Feb 22, 2019",11 days,-
Maddison,18/19,Knee injury,"Nov 4, 2018","Nov 23, 2018",19 days,5
Lo Celso,23/24,Hamstring injury,"Aug 29, 2023","Oct 5, 2023",37 days,5
Lo Celso,22/23,Torn muscle bundle,"Oct 31, 2022","Dec 19, 2022",49 days,4
Lo Celso,21/22,Shin injury,"Dec 25, 2021","Dec 30, 2021",5 days,2
Lo Celso,21/22,Knee injury,"Nov 18, 2021","Dec 15, 2021",27 days,5
Lo Celso,21/22,Quarantine,"Sep 9, 2021","Sep 17, 2021",8 days,2
Lo Celso,20/21,Hamstring injury,"Dec 20, 2020","Mar 14, 2021",84 days,23
Lo Celso,20/21,Knock,"Nov 22, 2020","Nov 28, 2020",6 days,1
Lo Celso,20/21,Muscle injury,"Oct 2, 2020","Oct 21, 2020",19 days,2
Lo Celso,20/21,Hamstring strain,"Aug 22, 2020","Sep 16, 2020",25 days,1
Lo Celso,19/20,Muscle strain,"Feb 3, 2020","Feb 15, 2020",12 days,1
Lo Celso,19/20,Hip injury,"Sep 7, 2019","Oct 20, 2019",43 days,11
Lo Celso,18/19,Rest,"Aug 26, 2018","Sep 3, 2018",8 days,2
Solomon,23/24,Meniscus injury,"Oct 5, 2023",-,53 days,6
Solomon,22/23,Knee surgery,"Aug 7, 2022","Jan 1, 2023",147 days,17
Solomon,21/22,unknown injury,"Jan 10, 2022","Feb 16, 2022",37 days,-
Solomon,21/22,Ankle injury,"Aug 3, 2021","Aug 12, 2021",9 days,3
Solomon,20/21,Knock,"Sep 25, 2020","Sep 28, 2020",3 days,1
Solomon,19/20,Adductor injury,"Jan 25, 2020","Mar 16, 2020",51 days,8
Solomon,19/20,Muscle injury,"Dec 11, 2019","Mar 30, 2020",110 days,10
Solomon,19/20,unknown injury,"Nov 2, 2019","Nov 25, 2019",23 days,4
Solomon,18/19,Torn thigh muscle,"Oct 7, 2018","Nov 2, 2018",26 days,5
Solomon,18/19,ankle sprain,"Sep 10, 2018","Sep 28, 2018",18 days,3
Gil,23/24,Inflammation of pubic bone,"Aug 2, 2023","Oct 5, 2023",64 days,8
Gil,22/23,Knock,"Aug 29, 2022","Sep 12, 2022",14 days,3
Gil,21/22,Hip injury,"Apr 4, 2022","Apr 14, 2022",10 days,1
Gil,21/22,Corona virus,"Dec 6, 2021","Dec 23, 2021",17 days,3
Gil,21/22,Hamstring injury,"Oct 25, 2021","Nov 18, 2021",24 days,6
Gil,20/21,influenza,"Dec 28, 2020","Dec 31, 2020",3 days,1
Kulusevski,22/23,Thigh problems,"Sep 29, 2022","Nov 5, 2022",37 days,10
Kulusevski,21/22,surgery,"Dec 7, 2021","Dec 15, 2021",8 days,2
Kulusevski,20/21,Corona virus,"Jun 8, 2021","Jun 15, 2021",7 days,1
Kulusevski,19/20,Adductor pain,"Feb 11, 2020","Feb 20, 2020",9 days,1
Kulusevski,19/20,Left hip flexor problems,"Jan 27, 2020","Feb 7, 2020",11 days,1
Johnson,23/24,Hamstring injury,"Sep 28, 2023","Oct 21, 2023",23 days,4
Son,22/23,Groin surgery,"May 29, 2023","Jun 18, 2023",20 days,1
Son,22/23,Facial fracture,"Nov 2, 2022","Nov 20, 2022",18 days,4
Son,21/22,Hamstring injury,"Jan 6, 2022","Feb 3, 2022",28 days,8
Son,21/22,Calf strain,"Sep 6, 2021","Sep 20, 2021",14 days,4
Son,20/21,Hamstring injury,"Mar 15, 2021","Apr 5, 2021",21 days,4
Son,20/21,Hamstring injury,"Sep 28, 2020","Oct 5, 2020",7 days,3
Son,19/20,Broken arm,"Feb 17, 2020","Apr 30, 2020",73 days,6
Son,18/19,Calf injury,"Jan 31, 2019","Feb 4, 2019",4 days,1
Son,17/18,Metacarpal fracture,"Jun 15, 2017","Aug 14, 2017",60 days,4
Son,15/16,Foot injury,"Sep 28, 2015","Nov 5, 2015",38 days,9
Richarlison,23/24,Groin surgery,"Nov 10, 2023",-,17 days,2
Richarlison,22/23,Hamstring injury,"Dec 9, 2022","Jan 13, 2023",35 days,4
Richarlison,22/23,Calf injury,"Oct 15, 2022","Nov 8, 2022",24 days,7
Richarlison,21/22,Calf injury,"Dec 12, 2021","Jan 12, 2022",31 days,4
Richarlison,21/22,Knee injury,"Sep 13, 2021","Oct 22, 2021",39 days,9
Richarlison,20/21,bruise,"Jan 2, 2021","Jan 11, 2021",9 days,1
Richarlison,20/21,Head injury,"Dec 25, 2020","Dec 31, 2020",6 days,1
Richarlison,19/20,Knee injury,"Jan 12, 2020","Jan 30, 2020",18 days,2
Richarlison,18/19,Ill,"Jun 27, 2019","Jul 1, 2019",4 days,1
Richarlison,18/19,Bruised ribs,"May 5, 2019","May 31, 2019",26 days,1
Richarlison,18/19,Bruised ribs,"Apr 22, 2019","Apr 26, 2019",4 days,-
Richarlison,18/19,bruise,"Nov 4, 2018","Nov 11, 2018",7 days,1
Richarlison,18/19,Calf injury,"Aug 12, 2018","Aug 17, 2018",5 days,-
Pope,22/23,Hand injury,"May 23, 2023","Jun 20, 2023",28 days,1
Pope,22/23,Thigh problems,"Mar 19, 2023","Mar 31, 2023",12 days,-
Pope,21/22,Corona virus,"Dec 29, 2021","Jan 6, 2022",8 days,2
Pope,20/21,Knee surgery,"May 12, 2021","Jun 30, 2021",49 days,9
Pope,20/21,Head injury,"Nov 27, 2020","Dec 4, 2020",7 days,1
Pope,18/19,Shoulder injury,"Jul 26, 2018","Jan 4, 2019",162 days,34
Dúbravka,23/24,Fever,"Oct 11, 2023","Oct 13, 2023",2 days,1
Dúbravka,21/22,angina,"Mar 22, 2022","Apr 1, 2022",10 days,2
Dúbravka,21/22,Foot injury,"Jul 13, 2021","Sep 20, 2021",69 days,9
Dúbravka,20/21,Abdominal problems,"Mar 26, 2021","Apr 1, 2021",6 days,2
Dúbravka,20/21,Heel injury,"Aug 25, 2020","Dec 21, 2020",118 days,24
Dúbravka,19/20,Knee medial ligament tear,"Mar 7, 2020","Apr 1, 2020",25 days,1
Dúbravka,18/19,Groin injury,"Aug 1, 2018","Aug 10, 2018",9 days,-
Karius,20/21,Foot injury,"Oct 21, 2020","Nov 5, 2020",15 days,2
Karius,19/20,Hamstring strain,"Aug 5, 2019","Aug 19, 2019",14 days,1
Karius,18/19,Back problems,"Nov 10, 2018","Nov 15, 2018",5 days,1
Karius,17/18,concussion,"May 28, 2018","Jun 11, 2018",14 days,-
Karius,16/17,Broken hand,"Jul 28, 2016","Sep 8, 2016",42 days,4
Karius,14/15,Patellar tendon irritation,"May 11, 2015","May 14, 2015",3 days,-
Karius,14/15,Right hip flexor problems,"Apr 13, 2015","Apr 16, 2015",3 days,-
Karius,13/14,Patellar tendon problems,"Sep 19, 2013","Oct 31, 2013",42 days,16
Gillespie,14/15,Groin problems,"Sep 25, 2014","Jan 1, 2015",98 days,16
Gillespie,13/14,Cyst in the knee,"Nov 12, 2013","May 1, 2014",170 days,34
Botman,23/24,Knee injury,"Sep 28, 2023",-,60 days,11
Botman,23/24,Ankle injury,"Aug 27, 2023","Sep 15, 2023",19 days,2
Botman,22/23,Virus,"Mar 23, 2023","Mar 30, 2023",7 days,2
Botman,21/22,Hamstring injury,"Mar 17, 2022","Apr 23, 2022",37 days,9
Botman,21/22,Groin injury,"Oct 13, 2021","Nov 29, 2021",47 days,13
Botman,17/18,Kidney problems,"Jan 20, 2018","Feb 16, 2018",27 days,5
Schär,22/23,concussion,"Feb 27, 2023","Mar 5, 2023",6 days,1
Schär,21/22,Adductor pain,"Mar 23, 2022","Apr 1, 2022",9 days,2
Schär,20/21,Knee injury,"Feb 7, 2021","Apr 25, 2021",77 days,16
Schär,20/21,Knock,"Jan 27, 2021","Jan 29, 2021",2 days,-
Schär,20/21,Virus,"Nov 29, 2020","Dec 25, 2020",26 days,4
Schär,19/20,Shoulder injury,"Jul 16, 2020","Sep 28, 2020",74 days,11
Schär,19/20,Hamstring strain,"Jan 2, 2020","Jan 17, 2020",15 days,3
Schär,19/20,Knock,"Dec 29, 2019","Dec 31, 2019",2 days,-
Schär,19/20,Knee injury,"Oct 20, 2019","Nov 24, 2019",35 days,8
Schär,19/20,Calf injury,"Sep 15, 2019","Sep 20, 2019",5 days,-
Schär,18/19,Knock,"May 6, 2019","May 11, 2019",5 days,-
Schär,18/19,Strain in the thigh and gluteal muscles,"Apr 21, 2019","Apr 26, 2019",5 days,-
Schär,18/19,concussion,"Mar 23, 2019","Apr 5, 2019",13 days,3
Schär,17/18,Knock,"May 17, 2018","May 24, 2018",7 days,1
Schär,17/18,Hamstring strain,"Jul 17, 2017","Jul 21, 2017",4 days,-
Schär,16/17,Fitness,"Mar 13, 2017","Mar 14, 2017",1 days,-
Schär,16/17,Adductor injury,"Feb 6, 2017","Mar 13, 2017",35 days,5
Schär,16/17,Elbow injury,"Jul 28, 2016","Aug 4, 2016",7 days,-
Schär,15/16,Ankle injury,"May 23, 2016","May 30, 2016",7 days,1
Schär,15/16,concussion,"Apr 28, 2016","May 2, 2016",4 days,1
Schär,15/16,minor knock,"Apr 18, 2016","Apr 21, 2016",3 days,-
Schär,15/16,Calf problems,"Jan 11, 2016","Jan 11, 2016",0 days,-
Schär,15/16,Coccyx bruise,"Aug 10, 2015","Aug 13, 2015",3 days,-
Schär,14/15,Torn ankle ligaments,"Dec 8, 2014","Jan 29, 2015",52 days,1
Schär,14/15,Broken jaw,"Oct 6, 2014","Oct 16, 2014",10 days,3
Schär,13/14,strain,"Apr 17, 2014","May 1, 2014",14 days,2
Schär,13/14,Ankle sprain,"Mar 13, 2014","Mar 24, 2014",11 days,4
Schär,13/14,Patellar tendon problems,"Dec 16, 2013","Mar 13, 2014",87 days,13
Schär,13/14,Knee injury,"Sep 30, 2013","Sep 30, 2013",0 days,-
Lascelles,22/23,Calf injury,"Apr 29, 2023","May 31, 2023",32 days,6
Lascelles,21/22,Ill,"Feb 11, 2022","Feb 16, 2022",5 days,1
Lascelles,20/21,Foot injury,"Apr 4, 2021","Jun 1, 2021",58 days,9
Lascelles,20/21,Hamstring strain,"Jan 31, 2021","Feb 14, 2021",14 days,2
Lascelles,20/21,Corona virus,"Nov 25, 2020","Dec 10, 2020",15 days,1
Lascelles,20/21,Muscle fatigue,"Nov 22, 2020","Jan 17, 2021",56 days,10
Lascelles,20/21,Hip injury,"Sep 28, 2020","Oct 16, 2020",18 days,2
Lascelles,20/21,Ankle problems,"Jul 12, 2020","Sep 1, 2020",51 days,3
Lascelles,19/20,Knee injury,"Nov 9, 2019","Jan 13, 2020",65 days,12
Lascelles,18/19,Ill,"Apr 21, 2019","May 3, 2019",12 days,1
Lascelles,18/19,Knee injury,"Mar 10, 2019","Mar 31, 2019",21 days,1
Lascelles,18/19,Shoulder injury,"Nov 4, 2018","Nov 30, 2018",26 days,2
Lascelles,18/19,Ankle injury,"Sep 16, 2018","Sep 21, 2018",5 days,-
Lascelles,18/19,Ankle injury,"Aug 19, 2018","Aug 31, 2018",12 days,2
Lascelles,17/18,Ankle injury,"Nov 4, 2017","Dec 2, 2017",28 days,5
Dummett,21/22,Calf injury,"Jul 28, 2021","Jan 1, 2022",157 days,20
Dummett,20/21,Hamstring injury,"Feb 4, 2021","Feb 5, 2021",1 days,-
Dummett,20/21,Hamstring strain,"Jan 13, 2021","Feb 1, 2021",19 days,4
Dummett,20/21,Ill,"Dec 21, 2020","Jan 2, 2021",12 days,3
Dummett,20/21,Hamstring injury,"Nov 7, 2020","Dec 18, 2020",41 days,4
Dummett,19/20,Achilles tendon rupture,"Jan 11, 2020","Oct 18, 2020",281 days,30
Dummett,19/20,Groin injury,"Dec 22, 2019","Jan 10, 2020",19 days,4
Dummett,18/19,Hamstring injury,"Jan 3, 2019","Feb 22, 2019",50 days,8
Dummett,18/19,Hamstring injury,"Nov 18, 2018","Dec 8, 2018",20 days,4
Dummett,18/19,Hamstring injury,"Sep 23, 2018","Oct 19, 2018",26 days,4
Dummett,17/18,Hamstring injury,"Aug 13, 2017","Dec 7, 2017",116 days,22
Dummett,15/16,Hamstring injury,"Mar 5, 2016","Apr 9, 2016",35 days,7
Dummett,15/16,Hamstring injury,"Aug 27, 2015","Oct 18, 2015",52 days,11
Dummett,14/15,Hamstring injury,"Jun 6, 2015","Aug 24, 2015",79 days,4
Dummett,14/15,Knee injury,"Feb 11, 2015","May 9, 2015",87 days,13
Dummett,13/14,Hamstring injury,"Oct 31, 2013","Nov 10, 2013",10 days,2
Targett,23/24,Hamstring injury,"Nov 1, 2023",-,26 days,5
Targett,22/23,Heel injury,"Dec 30, 2022","Mar 1, 2023",61 days,12
Targett,22/23,horse kiss,"Aug 6, 2022","Aug 23, 2022",17 days,3
Targett,20/21,Knock,"Jan 21, 2021","Jan 22, 2021",1 days,-
Targett,19/20,Muscle strain,"Jun 28, 2020","Jul 11, 2020",13 days,2
Targett,19/20,Hamstring injury,"Dec 31, 2019","Jan 17, 2020",17 days,4
Targett,19/20,Muscle strain,"Sep 29, 2019","Oct 4, 2019",5 days,-
Targett,19/20,Hamstring injury,"Aug 29, 2019","Sep 24, 2019",26 days,3
Targett,18/19,Knee injury,"Jan 20, 2019","Jan 29, 2019",9 days,-
Targett,18/19,Head injury,"Nov 30, 2018","Dec 4, 2018",4 days,1
Targett,17/18,Ankle problems,"Sep 19, 2017","Oct 16, 2017",27 days,3
Targett,16/17,Hamstring injury,"Oct 16, 2016","May 4, 2017",200 days,42
Burn,23/24,Back injury,"Nov 4, 2023",-,23 days,4
Burn,22/23,concussion,"Aug 21, 2022","Aug 26, 2022",5 days,2
Burn,21/22,Shoulder injury,"Dec 26, 2021","Dec 28, 2021",2 days,1
Burn,21/22,Knee injury,"Oct 27, 2021","Nov 19, 2021",23 days,3
Burn,21/22,Torn knee ligaments,"Jul 31, 2021","Sep 18, 2021",49 days,5
Burn,19/20,Broken collarbone,"Jan 1, 2020","Feb 8, 2020",38 days,7
Livramento,21/22,Cruciate ligament tear,"Apr 25, 2022","Apr 13, 2023",353 days,52
Livramento,21/22,Knee problems,"Jan 6, 2022","Feb 3, 2022",28 days,4
Trippier,21/22,Metatarsal fracture,"Feb 13, 2022","May 1, 2022",77 days,15
Trippier,21/22,Shoulder injury,"Nov 8, 2021","Dec 10, 2021",32 days,7
Trippier,19/20,Groin strain,"Jan 16, 2020","Feb 20, 2020",35 days,7
Trippier,18/19,Strain in the thigh and gluteal muscles,"Mar 3, 2019","Mar 22, 2019",19 days,3
Trippier,18/19,Groin strain,"Nov 10, 2018","Dec 13, 2018",33 days,9
Trippier,18/19,bruise,"Aug 1, 2018","Aug 17, 2018",16 days,1
Trippier,17/18,Ankle injury,"Aug 5, 2017","Aug 19, 2017",14 days,1
Krafth,22/23,Cruciate ligament tear,"Aug 24, 2022","Aug 1, 2023",342 days,43
Krafth,20/21,Ankle injury,"Jul 21, 2020","Sep 11, 2020",52 days,3
Krafth,19/20,Ankle injury,"Jan 21, 2020","Jun 20, 2020",151 days,9
Krafth,17/18,Lumbago,"Mar 26, 2018","Apr 7, 2018",12 days,2
Krafth,16/17,flu,"Oct 25, 2016","Oct 28, 2016",3 days,1
Krafth,16/17,Muscle injury,"Oct 15, 2016","Oct 23, 2016",8 days,2
Krafth,15/16,Shin bruise,"Oct 26, 2015","Jan 1, 2016",67 days,11
Krafth,15/16,Lumbago,"Aug 22, 2015","Sep 25, 2015",34 days,9
Manquillo,22/23,Knock,"May 20, 2023","May 31, 2023",11 days,2
Manquillo,21/22,chickenpox,"May 12, 2022","May 23, 2022",11 days,2
Manquillo,20/21,Ankle injury,"Feb 7, 2021","Mar 10, 2021",31 days,4
Manquillo,20/21,Virus,"Jan 24, 2021","Jan 25, 2021",1 days,-
Manquillo,20/21,Virus,"Nov 29, 2020","Dec 25, 2020",26 days,4
Manquillo,20/21,Knock,"Jul 2, 2020","Jul 4, 2020",2 days,-
Manquillo,19/20,Hamstring strain,"Jan 2, 2020","Feb 28, 2020",57 days,10
Manquillo,18/19,Ankle injury,"Aug 20, 2018","Sep 14, 2018",25 days,3
Manquillo,13/14,Vertebral injury,"Feb 13, 2014","Apr 8, 2014",54 days,17
Guimarães,22/23,Ankle injury,"Feb 1, 2023","Feb 20, 2023",19 days,3
Guimarães,22/23,Hamstring injury,"Aug 25, 2022","Sep 16, 2022",22 days,3
Guimarães,20/21,Corona virus,"Jan 1, 2021","Jan 11, 2021",10 days,2
Tonali,22/23,Rest,"Nov 17, 2022","Nov 25, 2022",8 days,2
Tonali,22/23,Muscle fatigue,"Sep 22, 2022","Sep 28, 2022",6 days,3
Tonali,22/23,unknown injury,"Aug 6, 2022","Aug 18, 2022",12 days,1
Tonali,21/22,Fever,"Mar 17, 2022","Mar 19, 2022",2 days,1
Tonali,20/21,Knee injury,"May 10, 2021","May 16, 2021",6 days,2
Tonali,20/21,Contracture,"Mar 3, 2021","Mar 7, 2021",4 days,2
Tonali,20/21,Bursitis,"Feb 5, 2021","Feb 9, 2021",4 days,1
Tonali,20/21,unknown injury,"Jan 26, 2021","Jan 27, 2021",1 days,1
Tonali,20/21,Shin bruise,"Jan 9, 2021","Jan 11, 2021",2 days,1
Tonali,20/21,Adductor injury,"Dec 20, 2020","Dec 22, 2020",2 days,1
Tonali,19/20,muscular problems,"Mar 8, 2020","Mar 24, 2020",16 days,1
Tonali,19/20,muscular problems,"Feb 10, 2020","Feb 19, 2020",9 days,1
Joelinton,23/24,Hamstring injury,"Sep 13, 2023","Oct 15, 2023",32 days,7
Joelinton,22/23,Knock,"May 22, 2023","May 31, 2023",9 days,2
Joelinton,21/22,laceration,"May 22, 2022","Jun 15, 2022",24 days,1
Joelinton,21/22,Knock,"Mar 7, 2022","Mar 15, 2022",8 days,2
Joelinton,21/22,Groin injury,"Jan 22, 2022","Feb 5, 2022",14 days,1
Joelinton,19/20,Ankle injury,"Jul 2, 2020","Jul 4, 2020",2 days,-
Joelinton,19/20,Hamstring strain,"Feb 17, 2020","Feb 21, 2020",4 days,-
Joelinton,19/20,Shoulder injury,"Feb 6, 2020","Feb 15, 2020",9 days,-
Joelinton,19/20,Calf problems,"Dec 29, 2019","Dec 31, 2019",2 days,-
Joelinton,19/20,Groin injury,"Aug 18, 2019","Aug 24, 2019",6 days,-
Joelinton,18/19,Syndesmosis ligament tear,"Mar 30, 2019","May 6, 2019",37 days,5
Joelinton,18/19,Knee problems,"Dec 22, 2018","Dec 24, 2018",2 days,1
Joelinton,18/19,muscular problems,"Nov 27, 2018","Nov 29, 2018",2 days,1
Joelinton,18/19,Groin problems,"Nov 15, 2018","Nov 25, 2018",10 days,1
Joelinton,17/18,Outer ligament tear,"Apr 5, 2018","May 12, 2018",37 days,6
Willock,23/24,Achilles tendon problems,"Nov 24, 2023",-,3 days,1
Willock,23/24,Hamstring injury,"Aug 1, 2023","Oct 23, 2023",83 days,12
Willock,22/23,Hamstring injury,"May 18, 2023","Jun 5, 2023",18 days,3
Willock,21/22,Knee injury,"May 1, 2022","May 25, 2022",24 days,3
Willock,21/22,Knee injury,"Apr 4, 2022","Apr 10, 2022",6 days,1
Willock,21/22,Corona virus,"Dec 21, 2021","Dec 31, 2021",10 days,1
Willock,19/20,Calf injury,"Sep 2, 2019","Sep 14, 2019",12 days,2
Longstaff,22/23,Outer ligament problems,"Apr 27, 2023","May 20, 2023",23 days,5
Longstaff,20/21,Hamstring injury,"Jul 1, 2020","Jul 25, 2020",24 days,6
Longstaff,19/20,Ankle injury,"Sep 1, 2019","Sep 28, 2019",27 days,2
Longstaff,18/19,Knee injury,"Mar 3, 2019","Jul 1, 2019",120 days,9
Longstaff,16/17,horse kiss,"May 15, 2017","May 21, 2017",6 days,2
Miley,23/24,Fever,"Oct 16, 2023","Nov 1, 2023",16 days,1
Ritchie,22/23,Knee injury,"May 10, 2023","Jun 1, 2023",22 days,4
Ritchie,21/22,Corona virus,"Dec 21, 2021","Jan 1, 2022",11 days,1
Ritchie,20/21,Shoulder injury,"Sep 27, 2020","Nov 25, 2020",59 days,8
Ritchie,19/20,Knock,"Jun 24, 2020","Jul 1, 2020",7 days,3
Ritchie,19/20,Knock,"Jun 18, 2020","Jun 20, 2020",2 days,-
Ritchie,19/20,Ankle injury,"Aug 28, 2019","Jan 3, 2020",128 days,19
Ritchie,19/20,Hamstring injury,"Aug 3, 2019","Aug 10, 2019",7 days,-
Ritchie,19/20,Hamstring injury,"Jul 30, 2019","Aug 10, 2019",11 days,-
Ritchie,18/19,Knee injury,"Aug 28, 2018","Sep 14, 2018",17 days,2
Ritchie,17/18,Knee injury,"May 16, 2018","Jul 16, 2018",61 days,-
Ritchie,17/18,Groin injury,"Mar 26, 2018","Mar 30, 2018",4 days,-
Ritchie,17/18,Ill,"Mar 3, 2018","Mar 9, 2018",6 days,1
Ritchie,17/18,Wrist fracture,"Nov 29, 2017","Dec 1, 2017",2 days,-
Ritchie,17/18,Thigh problems,"Oct 6, 2017","Oct 14, 2017",8 days,-
Anderson,23/24,Back injury,"Oct 23, 2023",-,35 days,7
Anderson,20/21,Quarantine,"Oct 8, 2020","Oct 22, 2020",14 days,1
Gordon,22/23,Ankle injury,"Mar 10, 2023","Apr 1, 2023",22 days,4
Gordon,22/23,Ill,"Dec 29, 2022","Jan 4, 2023",6 days,2
Barnes,23/24,Foot injury,"Sep 24, 2023",-,64 days,13
Barnes,20/21,Knee injury,"Feb 28, 2021","Jun 30, 2021",122 days,16
Almirón,22/23,Thigh problems,"Mar 15, 2023","Apr 15, 2023",31 days,5
Almirón,20/21,Knee injury,"Feb 28, 2021","Mar 15, 2021",15 days,2
Almirón,20/21,Knock,"Nov 14, 2020","Nov 20, 2020",6 days,1
Almirón,19/20,Hamstring strain,"Jul 6, 2020","Jul 7, 2020",1 days,-
Almirón,19/20,Knock,"Feb 6, 2020","Feb 15, 2020",9 days,-
Almirón,19/20,Groin injury,"Jan 5, 2020","Jan 10, 2020",5 days,-
Almirón,19/20,Hamstring injury,"Dec 9, 2019","Dec 20, 2019",11 days,1
Almirón,19/20,Ankle injury,"Aug 26, 2019","Aug 30, 2019",4 days,1
Almirón,18/19,Hamstring injury,"Apr 20, 2019","Jun 8, 2019",49 days,5
Almirón,18/19,Muscle injury,"Oct 7, 2018","Oct 31, 2018",24 days,2
Almirón,17/18,Torn muscle bundle,"Sep 25, 2017","Oct 17, 2017",22 days,6
Murphy,23/24,Shoulder injury,"Oct 25, 2023",-,33 days,7
Isak,23/24,Groin injury,"Oct 25, 2023","Nov 24, 2023",30 days,6
Isak,22/23,Thigh problems,"Sep 20, 2022","Jan 4, 2023",106 days,16
Isak,21/22,Hamstring injury,"Sep 20, 2021","Oct 5, 2021",15 days,4
Isak,21/22,Knee problems,"Aug 10, 2021","Aug 21, 2021",11 days,1
Isak,18/19,Arm injury,"Dec 21, 2018","Jan 19, 2019",29 days,4
Isak,18/19,Shoulder injury,"Nov 24, 2018","Dec 11, 2018",17 days,5
Isak,18/19,Ill,"Nov 10, 2018","Nov 15, 2018",5 days,1
Isak,18/19,bruise,"Oct 24, 2018","Oct 27, 2018",3 days,2
Isak,18/19,Shin bruise,"Sep 29, 2018","Oct 6, 2018",7 days,3
Isak,17/18,Knee problems,"Nov 2, 2017","Dec 4, 2017",32 days,8
Isak,16/17,Thigh problems,"Feb 27, 2017","Mar 2, 2017",3 days,-
Wilson,23/24,Hamstring injury,"Nov 7, 2023",-,20 days,3
Wilson,23/24,Hamstring injury,"Sep 24, 2023","Oct 7, 2023",13 days,4
Wilson,22/23,Corona virus,"Nov 1, 2022","Nov 11, 2022",10 days,2
